--- seqs per file 30000
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP11,0.049795192932361086,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '+', '+', '+')"
RBP11,-0.13461688999735724,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '+', '+', '-')"
RBP11,-0.13461688999735735,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '+', '+', 'x')"
RBP11,-0.13736009287219136,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '+', '-', '+')"
RBP11,-0.1544980758251005,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '+', '-', '-')"
RBP11,-0.15449807582510044,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '+', '-', 'x')"
RBP11,-0.13736009287219136,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '+', 'x', '+')"
RBP11,-0.1544980758251005,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '+', 'x', '-')"
RBP11,-0.1544980758251005,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '+', 'x', 'x')"
RBP11,0.05369441553953416,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '-', '+', '+')"
RBP11,-0.10650397556306654,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '-', '+', '-')"
RBP11,-0.10650397556306644,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '-', '+', 'x')"
RBP11,-0.09144344527307312,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '-', '-', '+')"
RBP11,-0.14128324186818358,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '-', '-', '-')"
RBP11,-0.14128324186818347,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '-', '-', 'x')"
RBP11,-0.09144344527307322,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '-', 'x', '+')"
RBP11,-0.14128324186818347,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '-', 'x', '-')"
RBP11,-0.14128324186818342,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', '-', 'x', 'x')"
RBP11,0.053694415539534225,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', 'x', '+', '+')"
RBP11,-0.10650397556306643,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', 'x', '+', '-')"
RBP11,-0.10650397556306652,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', 'x', '+', 'x')"
RBP11,-0.09144344527307322,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', 'x', '-', '+')"
RBP11,-0.14128324186818347,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', 'x', '-', '-')"
RBP11,-0.14128324186818342,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', 'x', '-', 'x')"
RBP11,-0.09144344527307315,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', 'x', 'x', '+')"
RBP11,-0.1412832418681834,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', 'x', 'x', '-')"
RBP11,-0.14128324186818347,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '+', 'x', 'x', 'x')"
RBP11,0.04975687120975413,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '+', '+', '+')"
RBP11,-0.09783254720114647,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '+', '+', '-')"
RBP11,-0.09783254720114665,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '+', '+', 'x')"
RBP11,-0.08036054181503278,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '+', '-', '+')"
RBP11,-0.13606141566572466,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '+', '-', '-')"
RBP11,-0.1360614156657246,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '+', '-', 'x')"
RBP11,-0.08036054181503287,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '+', 'x', '+')"
RBP11,-0.1360614156657246,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '+', 'x', '-')"
RBP11,-0.13606141566572455,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '+', 'x', 'x')"
RBP11,0.05220755684283364,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '-', '+', '+')"
RBP11,-0.07065413923964052,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '-', '+', '-')"
RBP11,-0.07065413923964042,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '-', '+', 'x')"
RBP11,-0.04847498373219063,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '-', '-', '+')"
RBP11,-0.11830768873454688,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '-', '-', '-')"
RBP11,-0.11830768873454688,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '-', '-', 'x')"
RBP11,-0.04847498373219072,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '-', 'x', '+')"
RBP11,-0.11830768873454688,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '-', 'x', '-')"
RBP11,-0.11830768873454679,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', '-', 'x', 'x')"
RBP11,0.052207556842833715,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', 'x', '+', '+')"
RBP11,-0.07065413923964045,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', 'x', '+', '-')"
RBP11,-0.07065413923964049,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', 'x', '+', 'x')"
RBP11,-0.04847498373219072,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', 'x', '-', '+')"
RBP11,-0.11830768873454688,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', 'x', '-', '-')"
RBP11,-0.11830768873454679,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', 'x', '-', 'x')"
RBP11,-0.04847498373219069,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', 'x', 'x', '+')"
RBP11,-0.11830768873454688,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', 'x', 'x', '-')"
RBP11,-0.11830768873454647,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', '-', 'x', 'x', 'x')"
RBP11,0.04975687120975403,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '+', '+', '+')"
RBP11,-0.09783254720114665,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '+', '+', '-')"
RBP11,-0.09783254720114662,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '+', '+', 'x')"
RBP11,-0.08036054181503288,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '+', '-', '+')"
RBP11,-0.13606141566572466,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '+', '-', '-')"
RBP11,-0.13606141566572455,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '+', '-', 'x')"
RBP11,-0.08036054181503278,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '+', 'x', '+')"
RBP11,-0.1360614156657246,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '+', 'x', '-')"
RBP11,-0.13606141566572455,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '+', 'x', 'x')"
RBP11,0.052207556842833715,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '-', '+', '+')"
RBP11,-0.07065413923964045,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '-', '+', '-')"
RBP11,-0.07065413923964049,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '-', '+', 'x')"
RBP11,-0.04847498373219072,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '-', '-', '+')"
RBP11,-0.11830768873454688,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '-', '-', '-')"
RBP11,-0.11830768873454688,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '-', '-', 'x')"
RBP11,-0.04847498373219069,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '-', 'x', '+')"
RBP11,-0.11830768873454688,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '-', 'x', '-')"
RBP11,-0.11830768873454647,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', '-', 'x', 'x')"
RBP11,0.05220755684283368,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', 'x', '+', '+')"
RBP11,-0.07065413923964055,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', 'x', '+', '-')"
RBP11,-0.07065413923964046,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', 'x', '+', 'x')"
RBP11,-0.04847498373219069,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', 'x', '-', '+')"
RBP11,-0.11830768873454688,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', 'x', '-', '-')"
RBP11,-0.11830768873454647,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', 'x', '-', 'x')"
RBP11,-0.04847498373219067,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', 'x', 'x', '+')"
RBP11,-0.11830768873454657,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', 'x', 'x', '-')"
RBP11,-0.11830768873454667,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '+', 'x', 'x', 'x', 'x', 'x')"
RBP11,0.06066570114812612,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '+', '+', '+')"
RBP11,-0.12026861356745404,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '+', '+', '-')"
RBP11,-0.12026861356745393,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '+', '+', 'x')"
RBP11,-0.11312896528962597,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '+', '-', '+')"
RBP11,-0.1469241582244649,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '+', '-', '-')"
RBP11,-0.14692415822446478,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '+', '-', 'x')"
RBP11,-0.11312896528962607,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '+', 'x', '+')"
RBP11,-0.14692415822446478,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '+', 'x', '-')"
RBP11,-0.1469241582244648,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '+', 'x', 'x')"
RBP11,0.05970070915792104,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '-', '+', '+')"
RBP11,-0.09134088614015128,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '-', '+', '-')"
RBP11,-0.09134088614015134,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '-', '+', 'x')"
RBP11,-0.07130654635834173,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '-', '-', '+')"
RBP11,-0.13204376463402046,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '-', '-', '-')"
RBP11,-0.13204376463402046,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '-', '-', 'x')"
RBP11,-0.0713065463583417,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '-', 'x', '+')"
RBP11,-0.13204376463402046,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '-', 'x', '-')"
RBP11,-0.13204376463402076,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', '-', 'x', 'x')"
RBP11,0.05970070915792103,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', 'x', '+', '+')"
RBP11,-0.09134088614015128,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', 'x', '+', '-')"
RBP11,-0.09134088614015143,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', 'x', '+', 'x')"
RBP11,-0.0713065463583417,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', 'x', '-', '+')"
RBP11,-0.13204376463402046,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', 'x', '-', '-')"
RBP11,-0.13204376463402076,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', 'x', '-', 'x')"
RBP11,-0.07130654635834172,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', 'x', 'x', '+')"
RBP11,-0.13204376463402043,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', 'x', 'x', '-')"
RBP11,-0.13204376463402076,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '+', 'x', 'x', 'x')"
RBP11,0.055319920523038336,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '+', '+', '+')"
RBP11,-0.08326794494298964,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '+', '+', '-')"
RBP11,-0.08326794494298959,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '+', '+', 'x')"
RBP11,-0.06230826213376695,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '+', '-', '+')"
RBP11,-0.12651422579844468,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '+', '-', '-')"
RBP11,-0.12651422579844468,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '+', '-', 'x')"
RBP11,-0.06230826213376699,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '+', 'x', '+')"
RBP11,-0.12651422579844468,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '+', 'x', '-')"
RBP11,-0.12651422579844482,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '+', 'x', 'x')"
RBP11,0.056139632341986136,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '-', '+', '+')"
RBP11,-0.058520140571113384,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '-', '+', '-')"
RBP11,-0.058520140571113384,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '-', '+', 'x')"
RBP11,-0.035774562744973024,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '-', '-', '+')"
RBP11,-0.10853304035307815,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '-', '-', '-')"
RBP11,-0.10853304035307819,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '-', '-', 'x')"
RBP11,-0.035774562744973024,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '-', 'x', '+')"
RBP11,-0.10853304035307819,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '-', 'x', '-')"
RBP11,-0.10853304035307819,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', '-', 'x', 'x')"
RBP11,0.05613963234198606,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', 'x', '+', '+')"
RBP11,-0.05852014057111339,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', 'x', '+', '-')"
RBP11,-0.058520140571113315,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', 'x', '+', 'x')"
RBP11,-0.035774562744973024,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', 'x', '-', '+')"
RBP11,-0.10853304035307812,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', 'x', '-', '-')"
RBP11,-0.10853304035307819,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', 'x', '-', 'x')"
RBP11,-0.03577456274497301,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', 'x', 'x', '+')"
RBP11,-0.10853304035307819,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', 'x', 'x', '-')"
RBP11,-0.10853304035307818,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', '-', 'x', 'x', 'x')"
RBP11,0.05531992052303823,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '+', '+', '+')"
RBP11,-0.08326794494298957,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '+', '+', '-')"
RBP11,-0.08326794494298961,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '+', '+', 'x')"
RBP11,-0.06230826213376703,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '+', '-', '+')"
RBP11,-0.1265142257984447,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '+', '-', '-')"
RBP11,-0.1265142257984449,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '+', '-', 'x')"
RBP11,-0.06230826213376701,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '+', 'x', '+')"
RBP11,-0.1265142257984447,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '+', 'x', '-')"
RBP11,-0.12651422579844482,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '+', 'x', 'x')"
RBP11,0.05613963234198606,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '-', '+', '+')"
RBP11,-0.05852014057111339,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '-', '+', '-')"
RBP11,-0.058520140571113315,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '-', '+', 'x')"
RBP11,-0.035774562744973024,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '-', '-', '+')"
RBP11,-0.10853304035307812,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '-', '-', '-')"
RBP11,-0.10853304035307819,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '-', '-', 'x')"
RBP11,-0.035774562744973044,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '-', 'x', '+')"
RBP11,-0.10853304035307819,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '-', 'x', '-')"
RBP11,-0.10853304035307819,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', '-', 'x', 'x')"
RBP11,0.05613963234198615,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', 'x', '+', '+')"
RBP11,-0.058520140571113384,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', 'x', '+', '-')"
RBP11,-0.058520140571113356,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', 'x', '+', 'x')"
RBP11,-0.035774562744973044,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', 'x', '-', '+')"
RBP11,-0.10853304035307819,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', 'x', '-', '-')"
RBP11,-0.10853304035307819,669.7631802558899,28.95651650428772,93015700,"('+', '+', '+', '+', '-', '+', 'x', 'x', '-', 'x')"
